ID,Year,Latitude,Longitude,Subs,System,Taxon,Effect2,Study,n_subsidy,Subsidy_mean,Subsidy_sd,n_nosubsidy,Nosubsidy_mean,Nosubsidy_sd
Kraus_and_Vonesh.2012Oecologia,2012,37.33,-77.18,Plant_litter,aquatic,invertebrate,dir,experimental,10,22.3,6.5,10,6.65,2.5
Kraus_and_Vonesh.2012Oecologia,2012,37.33,-77.18,Plant_litter,aquatic,invertebrate,dir,experimental,10,1.22,0.725,10,0,0
Kraus_and_Vonesh.2012Oecologia,2012,37.33,-77.18,Plant_litter,aquatic,invertebrate,dir,experimental,10,6.95,5.9,10,0,0
Kraus_and_Vonesh.2012Oecologia,2012,37.33,-77.18,Plant_litter,aquatic,invertebrate,dir,experimental,10,2.25,0.633,10,0.687,0.385
Kraus_and_Vonesh.2012Oecologia,2012,37.33,-77.18,Plant_litter,aquatic,invertebrate,dir,experimental,10,1.58,0.376,10,0.687,0.385
Kraus_and_Vonesh.2012Oecologia,2012,37.33,-77.18,Plant_litter,aquatic,invertebrate,dir,experimental,10,0.092,0.059,10,0,0
Kraus_and_Vonesh.2012Oecologia,2012,37.33,-77.18,Plant_litter,aquatic,invertebrate,dir,experimental,10,0.568,0.548,10,0,0
Kraus_et_al.2014Ecological_Applications,2014,39,-106,Insects,terrestrial,invertebrate,dir,descriptive,8,0.8375,0.376889288,5,0.36,0.109936345
Kraus_et_al.2014Ecological_Applications,2014,39,-106,Insects,terrestrial,invertebrate,dir,descriptive,8,0.32,0.12,5,0.2,0.05
Mangano_et_al2015Mediterranean_Marine_Science,2015,38.06821667,14.58247222,Vertebrates,aquatic,invertebrate,dir,descriptive,3,1747.058824,477.1908764,3,1341.176471,479.4417767
Mangano_et_al2015Mediterranean_Marine_Science,2015,38.06821667,14.58247222,Vertebrates,aquatic,invertebrate,dir,descriptive,3,4054.411765,42.76710684,3,1341.176471,479.4417767
Mangano_et_al2015Mediterranean_Marine_Science,2015,38.06821667,14.58247222,Vertebrates,aquatic,invertebrate,dir,descriptive,3,1407.352941,483.9435774,3,1341.176471,479.4417767
Mangano_et_al2015Mediterranean_Marine_Science,2015,38.06821667,14.58247222,Vertebrates,aquatic,invertebrate,dir,descriptive,3,1102.639296,116.7035729,3,917.888563,82.29098091
Mangano_et_al2015Mediterranean_Marine_Science,2015,38.06821667,14.58247222,Vertebrates,aquatic,invertebrate,dir,descriptive,3,1439.882698,61.34418577,3,917.888563,82.29098091
Mangano_et_al2015Mediterranean_Marine_Science,2015,38.06821667,14.58247222,Vertebrates,aquatic,invertebrate,dir,descriptive,3,2137.829912,145.1313663,3,917.888563,82.29098091
McCaffery_and_Eby_Freshwater_Biology2016,2016,45.427388,-112.5760303,Insects,terrestrial,invertebrate,dir,descriptive,3,81.26691933,4.656199242,3,50.35192204,6.659447753
McCaffery_and_Eby_Freshwater_Biology2016,2016,45.427388,-112.5760303,Insects,terrestrial,vertebrate,dir,descriptive,3,16.83811586,0.920411478,3,9.474824039,1.62425555
Murakami_and_Nakano2002Ecology_Letters,2002,42.716667,141.6,Insects,terrestrial,vertebrate,dir,descriptive,3,4.671,1.0685,3,0.588,0.6495
Murakami_and_Nakano2002Ecology_Letters,2002,42.716667,141.6,Insects,terrestrial,vertebrate,dir,descriptive,3,1.588,1.0477,3,2.078,1.5084
Murakami_and_Nakano2002Ecology_Letters,2002,42.716667,141.6,Insects,terrestrial,vertebrate,dir,descriptive,3,0.6583,0.3038,3,0.1199,0.1152
Murakami_and_Nakano2002Ecology_Letters,2002,42.716667,141.6,Insects,terrestrial,invertebrate,des,descriptive,3,96.3779617,19.29197656,3,112.1274585,24.11481045
Nakano_et_al.1999Ecology,1999,42.71,141.6,Invertebrates,aquatic,invertebrate,des,manipulative,4,1154.150198,91.699605,4,553.359684,44.268775
Nowlin_et_al.2007Ecology,2007,39.510533,-84.7234,Insects,aquatic,other,des,experimental,3,0.6,0.3,3,0.6,0.1
Nowlin_et_al.2007Ecology,2007,39.510533,-84.7234,Insects,aquatic,other,des,experimental,3,1.3,0.2,3,0.6,0.1
Nowlin_et_al.2007Ecology,2007,39.510533,-84.7234,Insects,aquatic,other,des,experimental,3,1,0.7,3,0.6,0.1
Nowlin_et_al.2007Ecology,2007,39.510533,-84.7234,Insects,aquatic,invertebrate,des,experimental,3,122,54,3,28.2,7.6
Nowlin_et_al.2007Ecology,2007,39.510533,-84.7234,Insects,aquatic,invertebrate,des,experimental,3,220,74,3,28.2,7.6
Nowlin_et_al.2007Ecology,2007,39.510533,-84.7234,Insects,aquatic,invertebrate,des,experimental,3,410,98,3,28.2,7.6
Nowlin_et_al.2007Ecology,2007,39.510533,-84.7234,Insects,aquatic,other,dir,experimental,3,64.2,3.6,3,37.8,1.9
Nowlin_et_al.2007Ecology,2007,39.510533,-84.7234,Insects,aquatic,other,dir,experimental,3,54.8,8.4,3,37.8,1.9
Nowlin_et_al.2007Ecology,2007,39.510533,-84.7234,Insects,aquatic,other,dir,experimental,3,58.4,4,3,37.8,1.9
Nowlin_et_al.2007Ecology,2007,39.510533,-84.7234,Insects,aquatic,other,dir,experimental,3,2.1,1.3,3,0.8,0.3
Nowlin_et_al.2007Ecology,2007,39.510533,-84.7234,Insects,aquatic,other,dir,experimental,3,5,2.1,3,0.8,0.3
Nowlin_et_al.2007Ecology,2007,39.510533,-84.7234,Insects,aquatic,other,dir,experimental,3,2.7,1.2,3,0.8,0.3
Nowlin_et_al.2007Ecology,2007,39.510533,-84.7234,Insects,aquatic,other,dir,experimental,3,176.1,108,3,69,14.6
Nowlin_et_al.2007Ecology,2007,39.510533,-84.7234,Insects,aquatic,other,dir,experimental,3,321.2,144,3,69,14.6
Nowlin_et_al.2007Ecology,2007,39.510533,-84.7234,Insects,aquatic,other,dir,experimental,3,259.6,123.2,3,69,14.6
Nowlin_et_al.2007Ecology,2007,39.510533,-84.7234,Insects,aquatic,other,dir,experimental,3,0.86,0.2,3,0.7,0.1
Nowlin_et_al.2007Ecology,2007,39.510533,-84.7234,Insects,aquatic,other,dir,experimental,3,1.61,0.12,3,0.7,0.1
Nowlin_et_al.2007Ecology,2007,39.510533,-84.7234,Insects,aquatic,other,dir,experimental,3,12,11,3,0.7,0.1
Pilati_et_al.2009Ecological_Applications,2009,39.527096,-84.723623,Nutrients,aquatic,vertebrate,asc,experimental,12,2.1,2.07,12,0.194,0.201
Pilati_et_al.2009Ecological_Applications,2009,39.527096,-84.723623,Nutrients,aquatic,vertebrate,asc,experimental,12,2.45,1.56,12,0.194,0.201
Pilati_et_al.2009Ecological_Applications,2009,39.527096,-84.723623,Nutrients,aquatic,vertebrate,asc,experimental,12,3.39,0.703,12,2.32,0.145
Pilati_et_al.2009Ecological_Applications,2009,39.527096,-84.723623,Nutrients,aquatic,vertebrate,asc,experimental,12,3.51,0.078,12,2.32,0.145
Pilati_et_al.2009Ecological_Applications,2009,39.527096,-84.723623,Nutrients,aquatic,vertebrate,asc,experimental,12,2.83,0.095,12,2.48,0.163
Pilati_et_al.2009Ecological_Applications,2009,39.527096,-84.723623,Nutrients,aquatic,vertebrate,asc,experimental,12,3.08,0.222,12,2.48,0.163
Pilati_et_al.2009Ecological_Applications,2009,39.527096,-84.723623,Nutrients,aquatic,vertebrate,asc,experimental,12,1.28,0.325,12,0.872,0.12
Pilati_et_al.2009Ecological_Applications,2009,39.527096,-84.723623,Nutrients,aquatic,vertebrate,asc,experimental,12,1.44,0.202,12,0.872,0.12
Polis_and_Hurd1995Proceedings_of_the_National_Academy_of_Sciences_-_USA,1995,28.92,-113.5,Marine_debris,terrestrial,invertebrate,asc,descriptive,7,0.155,0.04,7,0.025,0.017
Polis_and_Hurd1995Proceedings_of_the_National_Academy_of_Sciences_-_USA,1995,28.92,-113.5,Seabird_derived,terrestrial,invertebrate,asc,descriptive,7,25.1,2.11,7,6.15,3.92
Polis_and_Hurd1995Proceedings_of_the_National_Academy_of_Sciences_-_USA,1995,28.92,-113.5,Seabird_derived,terrestrial,invertebrate,asc,descriptive,7,14.3,1.5,7,1.8,1.5
Polis_and_Hurd1995Proceedings_of_the_National_Academy_of_Sciences_-_USA,1995,28.92,-113.5,Marine_debris,terrestrial,invertebrate,dir,descriptive,7,175.8,2,7,1.6,2.5
Polis_and_Hurd1995Proceedings_of_the_National_Academy_of_Sciences_-_USA,1995,28.92,-113.5,Seabird_derived,terrestrial,invertebrate,dir,descriptive,7,17.6,4.1,7,6.2,1.2
Polis_and_Hurd1995Proceedings_of_the_National_Academy_of_Sciences_-_USA,1995,28.92,-113.5,Seabird_derived,terrestrial,invertebrate,dir,descriptive,7,12.3,1,7,4.5,1.8
Recalde_et_al2016Journal_of_Animal_Ecology,2016,-23.21666667,-46.93333333,Insects,terrestrial,invertebrate,dir,manipulative,4,1.496492595,0.68589244,4,1.995323461,1.091192518
Recalde_et_al2016Journal_of_Animal_Ecology,2016,-23.21666667,-46.93333333,Insects,terrestrial,invertebrate,dir,manipulative,4,0.42996139,0.109343629,4,0.467644788,0.132200772
Recalde_et_al2016Journal_of_Animal_Ecology,2016,-23.21666667,-46.93333333,Insects,terrestrial,invertebrate,dir,manipulative,4,0.309498069,0.064247104,4,0.183474903,0.073513514
Recalde_et_al2016Journal_of_Animal_Ecology,2016,-23.21666667,-46.93333333,Insects,terrestrial,invertebrate,dir,manipulative,4,0.071538462,0.016,4,0.097692308,0.012153846
Rose_and_Polis1998Ecology,1998,28.92,-113.5,Marine_debris,terrestrial,vertebrate,dir,descriptive,4,14.2,2.216,4,2.799,1.4242
Sabo_and_Power2002aEcoogy,2002,39.73,-123.39,Insects,terrestrial,invertebrate,des,manipulative,4,7.337278107,1.952662722,4,7.455621302,3.195266272
Sabo_and_Power2002aEcoogy,2002,39.73,-123.39,Insects,terrestrial,invertebrate,des,manipulative,4,1.635412656,0.647220493,4,1.150353301,0.620239086
Sabo_and_Power2002aEcoogy,2002,39.73,-123.39,Insects,terrestrial,invertebrate,des,manipulative,4,3.073319624,2.171682045,4,2.991828253,2.464120757
Sabo_and_Power2002aEcoogy,2002,39.73,-123.39,Insects,terrestrial,invertebrate,dir,manipulative,4,2.994086433,1.153813229,4,2.236773231,0.487165586
Sabo_and_Power2002Ecology,2002,39.73,-123.39,Insects,terrestrial,invertebrate,des,manipulative,4,3.021671827,0.643962848,4,1.634674923,0.643962848
Sabo_and_Power2002Ecology,2002,39.73,-123.39,Insects,terrestrial,invertebrate,des,manipulative,4,1.135802469,0.49382716,4,0,0
Sabo_and_Power2002Ecology,2002,39.73,-123.39,Insects,terrestrial,invertebrate,des,manipulative,4,0.193939394,0.096969697,4,0.727272727,0.436363636
Sabo_and_Power2002Ecology,2002,39.73,-123.39,Insects,terrestrial,vertebrate,dir,manipulative,4,3.37,1.06,4,2.12,0.12
Sale_and_Arnould2012Australian_Journal_of_Zoology,2012,-38.741667,145.216667,Seabird_derived,terrestrial,vertebrate,asc,descriptive,5,930.9656554,131.2649165,7,212.0632527,101.4319809
Sale_and_Arnould2012Australian_Journal_of_Zoology,2012,-38.741667,145.216667,Seabird_derived,terrestrial,vertebrate,asc,descriptive,5,3820.955933,1497.613365,7,496.4504673,119.3317422
Sale_and_Arnould2012Australian_Journal_of_Zoology,2012,-38.741667,145.216667,Seabird_derived,terrestrial,vertebrate,asc,descriptive,5,5312.664431,274.4630072,7,398.4286026,77.56563246
Sale_and_Arnould2012Australian_Journal_of_Zoology,2012,-38.741667,145.216667,Seabird_derived,terrestrial,vertebrate,asc,descriptive,5,5011.289459,83.53221957,7,694.8751017,184.9642005
Samways_and_Cunjak2015Freshwater_Biology,2015,45.95856944,-66.84351389,Vertebrates,aquatic,other,dir,experimental,2,24.3803056,4.753820034,2,6.315789474,2.512733447
Samways_and_Cunjak2015Freshwater_Biology,2015,45.95856944,-66.84351389,Vertebrates,aquatic,other,dir,experimental,4,34.70288625,1.290322581,4,10.39049236,0.679117148
Sanchez-Pinero_and_Polis2000Ecology,2000,28.5,-113.3,Seabird_derived,terrestrial,invertebrate,asc,descriptive,4,9.926954996,5.392022813,4,1.796804738,1.032501005
Sanchez-Pinero_and_Polis2000Ecology,2000,28.5,-113.3,Seabird_derived,terrestrial,invertebrate,asc,descriptive,4,26.50095602,11.70172084,4,5.850860421,3.326959847
Sanchez-Pinero_and_Polis2000Ecology,2000,28.5,-113.3,Seabird_derived,terrestrial,invertebrate,asc,descriptive,4,4.253617143,1.528472338,4,3.0574214,2.40183062
Sanchez-Pinero_and_Polis2000Ecology,2000,28.5,-113.3,Seabird_derived,terrestrial,other,dir,descriptive,280,42.11064629,2.97515581,280,30.47844276,3.842909588
Sanchez-Pinero_and_Polis2000Ecology,2000,28.5,-113.3,Seabird_derived,terrestrial,other,dir,descriptive,280,49.000683,5.764620507,280,30.47844276,3.842909588
Sato_et_al2016Journal_of_Animal_Ecology,2016,49.26666667,-122.5666667,Insects,aquatic,vertebrate,dir,manipulative,4,5.192761605,2.114870181,4,2.498819827,1.447678993
Sato_et_al2016Journal_of_Animal_Ecology,2016,49.26666667,-122.5666667,Insects,aquatic,vertebrate,dir,manipulative,4,2.38552321,1.044846577,4,1.831628639,0.409126672
Sato_et_al2016Journal_of_Animal_Ecology,2016,49.26666667,-122.5666667,Insects,aquatic,invertebrate,des,manipulative,4,24.47819315,21.47975078,4,46.61214953,15.31931464
Sato_et_al2016Journal_of_Animal_Ecology,2016,49.26666667,-122.5666667,Insects,aquatic,invertebrate,des,manipulative,4,28.13084112,14.99221184,4,21.04361371,24.91433022
Shantz_et_al2015Ecological_Applications,2015,24.992,-80.408,Nutrients,aquatic,other,dir,descriptive,10,28.10693642,3.121387283,10,25.80924855,2.904624277
Shantz_et_al2015Ecological_Applications,2015,24.992,-80.408,Nutrients,aquatic,other,dir,descriptive,10,2.385057471,0.761494253,10,2.327586207,0.66091954
Shantz_et_al2015Ecological_Applications,2015,24.992,-80.408,Nutrients,aquatic,other,dir,descriptive,10,21.93965517,2.155172414,10,13.23275862,2.24137931
Shantz_et_al2015Ecological_Applications,2015,24.992,-80.408,Nutrients,aquatic,other,dir,descriptive,10,16.46551724,1.594827586,10,20.0862069,1.853448276
Shantz_et_al2015Ecological_Applications,2015,24.992,-80.408,Nutrients,aquatic,other,dir,descriptive,10,1.357142857,0.771428571,10,0.342857143,0.314285714
Shantz_et_al2015Ecological_Applications,2015,24.992,-80.408,Nutrients,aquatic,other,dir,descriptive,10,4.441260745,1.805157593,10,3.638968481,1.461318052
Shantz_et_al2015Ecological_Applications,2015,24.992,-80.408,Nutrients,aquatic,other,dir,descriptive,10,1.451149425,0.416666667,10,2.485632184,0.847701149
Smith_et_al2018Science_of_the_Total_Environment,2018,46.47,-80.95,Nutrients,aquatic,other,dir,experimental,20,0.437459807,0.034244373,20,0.345337621,0.034244373
Smith_et_al2018Science_of_the_Total_Environment,2018,46.47,-80.95,Nutrients,aquatic,other,asc,experimental,20,2672.16649,570.9133214,20,1911.106157,459.6445978
Smith_et_al2018Science_of_the_Total_Environment,2018,46.47,-80.95,Nutrients,aquatic,other,asc,experimental,20,110.951423,20.54227921,20,78.254229,15.57453547
Smith_et_al2018Science_of_the_Total_Environment,2018,46.47,-80.95,Nutrients,aquatic,other,asc,experimental,20,155.0299478,40.67534892,20,191.4926514,50.24210172
Spiller_et_al.2010Ecology,2010,23.533333,-75.833333,Algae,terrestrial,vertebrate,asc,manipulative,11,0.22,0.035,18,0.156,0.011
Spiller_et_al.2010Ecology,2010,23.533333,-75.833333,Algae,terrestrial,invertebrate,asc,manipulative,11,0.089,0.032,18,0.085,0.016
Spiller_et_al.2010Ecology,2010,23.533333,-75.833333,Algae,terrestrial,invertebrate,dir,manipulative,11,1.79,0.54,18,0.82,0.12
Spiller_et_al.2010Ecology,2010,23.533333,-75.833333,Algae,terrestrial,invertebrate,dir,manipulative,11,14.6,8.9,18,0.748,0.2
Stoler_et_al2017Freshwater_Science,2017,43.42618056,-73.71222222,Plant_litter,aquatic,other,dir,experimental,4,5.385416667,0.619791667,4,6.0625,0.348958333
Stoler_et_al2017Freshwater_Science,2017,43.42618056,-73.71222222,Plant_litter,aquatic,other,dir,experimental,4,4.671875,0.135416667,4,6.078125,0.385416667
Stoler_et_al2017Freshwater_Science,2017,43.42618056,-73.71222222,Plant_litter,aquatic,other,dir,experimental,4,5.041666667,0.375,4,5.755208333,0.421875
Stoler_et_al2017Freshwater_Science,2017,43.42618056,-73.71222222,Plant_litter,aquatic,other,dir,experimental,4,5.442708333,0.203125,4,5.833333333,0.572916667
Stoler_et_al2017Freshwater_Science,2017,43.42618056,-73.71222222,Plant_litter,aquatic,other,dir,experimental,4,4.921875,0.328125,4,6.0625,0.348958333
Stoler_et_al2017Freshwater_Science,2017,43.42618056,-73.71222222,Plant_litter,aquatic,other,dir,experimental,4,4.567708333,0.338541667,4,6.078125,0.385416667
Stoler_et_al2017Freshwater_Science,2017,43.42618056,-73.71222222,Plant_litter,aquatic,other,dir,experimental,4,4.713541667,0.166666667,4,5.755208333,0.421875
Stoler_et_al2017Freshwater_Science,2017,43.42618056,-73.71222222,Plant_litter,aquatic,other,dir,experimental,4,6.5625,0.239583333,4,5.833333333,0.572916667
Stoler_et_al2017Freshwater_Science,2017,43.42618056,-73.71222222,Plant_litter,aquatic,invertebrate,asc,experimental,4,2.658119658,0.683760684,4,0.658119658,0.461538462
Stoler_et_al2017Freshwater_Science,2017,43.42618056,-73.71222222,Plant_litter,aquatic,invertebrate,asc,experimental,4,3.444444444,0.076923077,4,0.452991453,0.273504274
Stoler_et_al2017Freshwater_Science,2017,43.42618056,-73.71222222,Plant_litter,aquatic,invertebrate,asc,experimental,4,2.871794872,0.418803419,4,0.35042735,0.358974359
Stoler_et_al2017Freshwater_Science,2017,43.42618056,-73.71222222,Plant_litter,aquatic,invertebrate,asc,experimental,4,2.008547009,0.512820513,4,0.452991453,0.273504274
Stoler_et_al2017Freshwater_Science,2017,43.42618056,-73.71222222,Plant_litter,aquatic,invertebrate,asc,experimental,4,3.606837607,0.256410256,4,0.658119658,0.461538462
Stoler_et_al2017Freshwater_Science,2017,43.42618056,-73.71222222,Plant_litter,aquatic,invertebrate,asc,experimental,4,2.957264957,0.264957265,4,0.452991453,0.273504274
Stoler_et_al2017Freshwater_Science,2017,43.42618056,-73.71222222,Plant_litter,aquatic,invertebrate,asc,experimental,4,3.273504274,0.068376068,4,0.35042735,0.358974359
Stoler_et_al2017Freshwater_Science,2017,43.42618056,-73.71222222,Plant_litter,aquatic,invertebrate,asc,experimental,4,1.324786325,0.222222222,4,0.452991453,0.273504274
Stoler_et_al2017Freshwater_Science,2017,43.42618056,-73.71222222,Plant_litter,aquatic,invertebrate,asc,experimental,4,2.090146751,0.513626834,4,1.890985325,0.660377358
Stoler_et_al2017Freshwater_Science,2017,43.42618056,-73.71222222,Plant_litter,aquatic,invertebrate,asc,experimental,4,2.341719078,0.209643606,4,2.561844864,0.555555556
Stoler_et_al2017Freshwater_Science,2017,43.42618056,-73.71222222,Plant_litter,aquatic,invertebrate,asc,experimental,4,3.085953878,0.807127883,4,3.033542977,0.398322851
Stoler_et_al2017Freshwater_Science,2017,43.42618056,-73.71222222,Plant_litter,aquatic,invertebrate,asc,experimental,4,5.968553459,0.324947589,4,2.289308176,0.419287212
Stoler_et_al2017Freshwater_Science,2017,43.42618056,-73.71222222,Plant_litter,aquatic,invertebrate,asc,experimental,4,2.761006289,0.230607966,4,1.890985325,0.660377358
Stoler_et_al2017Freshwater_Science,2017,43.42618056,-73.71222222,Plant_litter,aquatic,invertebrate,asc,experimental,4,1.34591195,0.251572327,4,2.561844864,0.555555556
Stoler_et_al2017Freshwater_Science,2017,43.42618056,-73.71222222,Plant_litter,aquatic,invertebrate,asc,experimental,4,2.457023061,0.482180294,4,3.033542977,0.398322851
Stoler_et_al2017Freshwater_Science,2017,43.42618056,-73.71222222,Plant_litter,aquatic,invertebrate,asc,experimental,4,3.914046122,0.72327044,4,2.289308176,0.419287212
Vanderklift_et_al.2008Oecologia,2008,-31.88,115.7,Algae,aquatic,invertebrate,dir,descriptive,5,29.4,2.57,5,27.7,8.47
Vanderklift_et_al.2008Oecologia,2008,-31.88,115.7,Algae,aquatic,invertebrate,dir,descriptive,5,28,6.32,5,27.7,8.47
Vanderklift_et_al.2008Oecologia,2008,-31.88,115.7,Algae,aquatic,invertebrate,dir,descriptive,5,39.8,10.4,5,27.7,8.47
Vanderklift_et_al.2008Oecologia,2008,-31.88,115.7,Algae,aquatic,invertebrate,dir,descriptive,5,45.5,14.3,5,27.7,8.47
Vanderklift_et_al.2008Oecologia,2008,-31.88,115.7,Algae,aquatic,invertebrate,dir,descriptive,5,19.2,6.83,5,27.7,8.47
Vanderklift_et_al.2008Oecologia,2008,-31.88,115.7,Algae,aquatic,invertebrate,dir,descriptive,5,20.4,5.64,5,27.7,8.47
Vanderklift_et_al.2008Oecologia,2008,-31.88,115.7,Algae,aquatic,invertebrate,dir,descriptive,5,20.6,8.24,5,27.7,8.47
Vanderklift_et_al.2008Oecologia,2008,-31.88,115.7,Algae,aquatic,invertebrate,dir,descriptive,5,6.45,4.43,5,2.34,1.64
Vanderklift_et_al.2008Oecologia,2008,-31.88,115.7,Algae,aquatic,invertebrate,dir,descriptive,5,2.9,2.31,5,2.34,1.64
Vanderklift_et_al.2008Oecologia,2008,-31.88,115.7,Algae,aquatic,invertebrate,dir,descriptive,5,2.51,1.55,5,2.34,1.64
Vanderklift_et_al.2008Oecologia,2008,-31.88,115.7,Algae,aquatic,invertebrate,dir,descriptive,5,0.726,0.754,5,2.34,1.64
Vanderklift_et_al.2008Oecologia,2008,-31.88,115.7,Algae,aquatic,invertebrate,dir,descriptive,5,18.4,5.56,5,2.34,1.64
Vanderklift_et_al.2008Oecologia,2008,-31.88,115.7,Algae,aquatic,invertebrate,dir,descriptive,5,1.43,0.652,5,2.34,1.64
Vanderklift_et_al.2008Oecologia,2008,-31.88,115.7,Algae,aquatic,invertebrate,dir,descriptive,5,1.56,0.906,5,2.34,1.64
Vanderklift_et_al.2008Oecologia,2008,-31.88,115.7,Algae,aquatic,invertebrate,dir,descriptive,5,0.711,1.74,5,2.35,1.87
Vanderklift_et_al.2008Oecologia,2008,-31.88,115.7,Algae,aquatic,invertebrate,dir,descriptive,5,0.722,1.26,5,2.35,1.87
Vanderklift_et_al.2008Oecologia,2008,-31.88,115.7,Algae,aquatic,invertebrate,dir,descriptive,5,5.44,3.19,5,2.35,1.87
Vanderklift_et_al.2008Oecologia,2008,-31.88,115.7,Algae,aquatic,invertebrate,dir,descriptive,5,0.946,0.939,5,2.35,1.87
Vanderklift_et_al.2008Oecologia,2008,-31.88,115.7,Algae,aquatic,invertebrate,dir,descriptive,5,0.421,0.523,5,2.35,1.87
Vanderklift_et_al.2008Oecologia,2008,-31.88,115.7,Algae,aquatic,invertebrate,dir,descriptive,5,2.15,1.78,5,2.35,1.87
Vanderklift_et_al.2008Oecologia,2008,-31.88,115.7,Algae,aquatic,invertebrate,dir,descriptive,5,0.344,1.27,5,2.35,1.87
Vanderklift_et_al.2008Oecologia,2008,-31.88,115.7,Algae,aquatic,invertebrate,dir,descriptive,5,0.577,1.3,5,0.834,1.15
Vanderklift_et_al.2008Oecologia,2008,-31.88,115.7,Algae,aquatic,invertebrate,dir,descriptive,5,0.205,1.7,5,0.834,1.15
Vanderklift_et_al.2008Oecologia,2008,-31.88,115.7,Algae,aquatic,invertebrate,dir,descriptive,5,0.414,1.34,5,0.834,1.15
Vanderklift_et_al.2008Oecologia,2008,-31.88,115.7,Algae,aquatic,invertebrate,dir,descriptive,5,1.63,0.949,5,0.834,1.15
Vanderklift_et_al.2008Oecologia,2008,-31.88,115.7,Algae,aquatic,invertebrate,dir,descriptive,5,0.376,0.444,5,0.834,1.15
Vanderklift_et_al.2008Oecologia,2008,-31.88,115.7,Algae,aquatic,invertebrate,dir,descriptive,5,0.281,1.61,5,0.834,1.15
Vanderklift_et_al.2008Oecologia,2008,-31.88,115.7,Algae,aquatic,invertebrate,dir,descriptive,5,0.151,1.45,5,0.834,1.15
Vanderklift_et_al.2008Oecologia,2008,-31.88,115.7,Algae,aquatic,invertebrate,dir,descriptive,5,0.301,0.798,5,0.181,0.623
Vanderklift_et_al.2008Oecologia,2008,-31.88,115.7,Algae,aquatic,invertebrate,dir,descriptive,5,0.217,0.7,5,0.181,0.623
Vanderklift_et_al.2008Oecologia,2008,-31.88,115.7,Algae,aquatic,invertebrate,dir,descriptive,5,0.211,2.02,5,0.181,0.623
Vanderklift_et_al.2008Oecologia,2008,-31.88,115.7,Algae,aquatic,invertebrate,dir,descriptive,5,0.416,1.56,5,0.181,0.623
Vanderklift_et_al.2008Oecologia,2008,-31.88,115.7,Algae,aquatic,invertebrate,dir,descriptive,5,0.287,1.13,5,0.181,0.623
Vanderklift_et_al.2008Oecologia,2008,-31.88,115.7,Algae,aquatic,invertebrate,dir,descriptive,5,0.168,0.619,5,0.181,0.623
Vanderklift_et_al.2008Oecologia,2008,-31.88,115.7,Algae,aquatic,invertebrate,dir,descriptive,5,0.213,1.61,5,0.181,0.623
Verspoor_et_al.2011Ecosphere,2011,54.202968,-123.87742,Vertebrates,aquatic,invertebrate,dir,descriptive,11,1194.636364,192.7458653,7,561.8571429,87.85876886
Verspoor_et_al.2011Ecosphere,2011,54.202968,-123.87742,Vertebrates,aquatic,invertebrate,dir,descriptive,12,723.1666667,161.4521617,5,340.22,147.4033184
Verspoor_et_al.2011Ecosphere,2011,54.202968,-123.87742,Vertebrates,aquatic,invertebrate,dir,descriptive,13,716.8692308,148.2523202,7,436.2857143,192.6712861
Wallace_et_al.1997Science,1997,35.059725,-83.430557,Plant_litter,aquatic,invertebrate,asc,manipulative,36,2883,2121,12,9519,4649
Wallace_et_al.1997Science,1997,35.059725,-83.430557,Plant_litter,aquatic,vertebrate,asc,manipulative,36,1,2,12,11,13
Wallace_et_al.1997Science,1997,35.059725,-83.430557,Plant_litter,aquatic,invertebrate,asc,manipulative,36,943,352,12,179,140
Wallace_et_al.1997Science,1997,35.059725,-83.430557,Plant_litter,aquatic,vertebrate,asc,manipulative,36,103,140,12,5,19
Wallace_et_al.1997Science,1997,35.059725,-83.430557,Plant_litter,aquatic,invertebrate,asc,manipulative,36,2666,1471,12,2055,1374
Wallace_et_al.1997Science,1997,35.059725,-83.430557,Plant_litter,aquatic,vertebrate,asc,manipulative,36,1,4,12,1,5
Wallace_et_al.1997Science,1997,35.059725,-83.430557,Plant_litter,aquatic,invertebrate,asc,manipulative,36,59,42,12,42,46
Wallace_et_al.1997Science,1997,35.059725,-83.430557,Plant_litter,aquatic,vertebrate,asc,manipulative,36,17,67,12,12,73
Wallace_et_al.1997Science,1997,35.059725,-83.430557,Plant_litter,aquatic,invertebrate,dir,manipulative,36,367,314,12,17,34
Wallace_et_al.1997Science,1997,35.059725,-83.430557,Plant_litter,aquatic,invertebrate,dir,manipulative,36,554,431,12,2951,1884
Wallace_et_al.1997Science,1997,35.059725,-83.430557,Plant_litter,aquatic,invertebrate,dir,manipulative,36,18019,9874,12,81453,41703
Wallace_et_al.1997Science,1997,35.059725,-83.430557,Plant_litter,aquatic,invertebrate,dir,manipulative,36,188,233,12,414,398
Wallace_et_al.1997Science,1997,35.059725,-83.430557,Plant_litter,aquatic,invertebrate,dir,manipulative,36,19128,10237,12,84835,14927
Wallace_et_al.1997Science,1997,35.059725,-83.430557,Plant_litter,aquatic,invertebrate,dir,manipulative,36,3,6,12,6,7
Wallace_et_al.1997Science,1997,35.059725,-83.430557,Plant_litter,aquatic,invertebrate,dir,manipulative,36,764,472,12,234,250
Wallace_et_al.1997Science,1997,35.059725,-83.430557,Plant_litter,aquatic,invertebrate,dir,manipulative,36,270,100,12,74,37
